participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.time_for_initial_decision,player.time_for_decision_when_disagreement_occurred,player.intermediary_payoff,player.written_outcome,player.initial_decision,player.phrase,player.sentence,player.senses,player.decision,group.id_in_subsession,group.is_initial_agreement,group.is_eventual_agreement,group.is_golden_label,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
80,3w6wig2k,,0,0,95,,,,0,,,0,80,,0,,,,,,individual,The individual voter 's standing consequently will be enhanced through lower taxes.,a human being;;a single organism;;being or characteristic of a single thing or person;;separate and distinct from others of the same kind;;characteristic of or meant for a single person or thing;;concerning one person exclusively,,1,,,,9,v8jw39uu,,,,,0
81,2es727k4,,0,0,95,,,,0,,,0,81,,0,,,,,,individual,The individual voter 's standing consequently will be enhanced through lower taxes.,a human being;;a single organism;;being or characteristic of a single thing or person;;separate and distinct from others of the same kind;;characteristic of or meant for a single person or thing;;concerning one person exclusively,,1,,,,9,v8jw39uu,,,,,0
82,byotkcfq,,0,0,95,,,,0,,,0,82,,0,,,,,,individual,The individual voter 's standing consequently will be enhanced through lower taxes.,a human being;;a single organism;;being or characteristic of a single thing or person;;separate and distinct from others of the same kind;;characteristic of or meant for a single person or thing;;concerning one person exclusively,,1,,,,9,v8jw39uu,,,,,0
83,ypvwp5jn,,0,0,95,,,,0,,,0,83,,0,,,,,,individual,The individual voter 's standing consequently will be enhanced through lower taxes.,a human being;;a single organism;;being or characteristic of a single thing or person;;separate and distinct from others of the same kind;;characteristic of or meant for a single person or thing;;concerning one person exclusively,,1,,,,9,v8jw39uu,,,,,0
84,epm8y8xw,,0,0,95,,,,0,,,0,84,,0,,,,,,individual,The individual voter 's standing consequently will be enhanced through lower taxes.,a human being;;a single organism;;being or characteristic of a single thing or person;;separate and distinct from others of the same kind;;characteristic of or meant for a single person or thing;;concerning one person exclusively,,1,,,,9,v8jw39uu,,,,,0
1,l81l91fj,00020551b2--62a70d75111d247825ed60ce,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:09.495602+00:00,1,,,53,3,,10,,96.906252,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,2,1,1,,10,v8jw39uu,,,,,0
2,duey5jmx,00020551b2--62a70d7993820275f9e6511f,0,95,95,last,Last,2022-06-13 10:12:18.424442+00:00,1,,,43,3,,10,,20.553263,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,3,1,1,,10,v8jw39uu,,,,,0
3,kb4xh90w,00020551b2--62a70d853e4bbc46d7b63ed5,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:28.742035+00:00,1,,,60,1,,10,,96.958282,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,2,1,1,,10,v8jw39uu,,,,,0
4,dh34bcev,00020551b2--62a70d79037a78554529687d,0,95,95,last,Last,2022-06-13 10:12:30.388528+00:00,1,,,43,1,,10,,27.694284,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,3,1,1,,10,v8jw39uu,,,,,0
5,18xmbok4,00020551b2--62a70d89059cac0e9377c2da,0,1,95,intro_matcher,Intro,2022-06-13 10:12:30.648840+00:00,1,,,0,5,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
6,wusx1aqt,00020551b2--62a70d81cd14e60843e78de3,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:33.761728+00:00,1,,,50,3,,10,195.293843,96.770312,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,5,0,1,,10,v8jw39uu,,,,,0
7,nnbai6eu,00020551b2--62a70d89276629520ee30a74,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:35.333583+00:00,1,,,60,2,,10,,97.944682,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,2,1,1,,10,v8jw39uu,,,,,0
8,pgzfftd7,00020551b2--62a70d7c61497e119c6d46da,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:37.399483+00:00,1,,,80,3,,10,,96.607954,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,6,1,1,,10,v8jw39uu,,,,,0
9,ptwqybi2,00020551b2--62a70d82450a60329403118c,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:37.692430+00:00,1,,,40,2,,0,195.669511,97.819547,0,Your team disagrees,0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,4,0,0,,10,v8jw39uu,,,,,0
10,aysqym01,00020551b2--62a70d904f0ede6bfabded80,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:43.177454+00:00,1,,,50,2,,10,,97.363542,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,3,1,1,,10,v8jw39uu,,,,,0
11,tw74rorl,00020551b2--62a70d8ecd14e60843e78e37,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:43.510453+00:00,1,,,30,1,,10,,99.822069,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,12,1,1,,10,v8jw39uu,,,,,0
12,279d0sem,00020551b2--62a70d95552bd0485174af98,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:43.921804+00:00,1,,,60,1,,10,,97.403743,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,7,1,1,,10,v8jw39uu,,,,,0
13,pvtljswc,00020551b2--62a70d95598d17774f254226,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:45.910364+00:00,1,,,50,1,,10,223.408079,96.848588,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,5,0,1,,10,v8jw39uu,,,,,0
14,8eabaeoj,00020551b2--62a70d97e3af0f15c4b93a1f,0,95,95,last,Last,2022-06-13 10:12:46.434830+00:00,1,,,36,2,,3,220.984102,39.297869,3,Your team eventually reached an agreement,2,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,5,0,1,,10,v8jw39uu,,,,,0
15,bclront8,00020551b2--62a70d946c08bd0cc60e0356,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:47.918474+00:00,1,,,53,2,,10,,97.56231,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,7,1,1,,10,v8jw39uu,,,,,0
16,qle1y5e1,00020551b2--62a70d9473c63f3d1e230585,0,95,95,last,Last,2022-06-13 10:12:47.804604+00:00,1,,,40,3,,0,123.818119,47.544134,0,Your team disagrees,1,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",1,4,0,0,,10,v8jw39uu,,,,,0
17,iams0aoo,00020551b2--62a70d99450a60329403123f,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:49.100502+00:00,1,,,40,1,,0,210.587618,97.938533,0,Your team disagrees,0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,4,0,0,,10,v8jw39uu,,,,,0
18,jt4q5kny,00020551b2--62a70d9b305db237b24019d2,0,1,95,intro_matcher,Intro,2022-06-13 10:12:50.221459+00:00,1,,,0,18,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
19,twn9fb4m,00020551b2--62a70d9973c63f3d1e230594,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:50.520395+00:00,1,,,80,1,,10,,96.605541,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,6,1,1,,10,v8jw39uu,,,,,0
20,b1cz8e00,00020551b2--62a70d8f059cac0e9377c349,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:53.233784+00:00,1,,,70,1,,10,,98.032583,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,8,1,1,,10,v8jw39uu,,,,,0
21,6ivnoczu,00020551b2--62a70d9d305db237b24019dd,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:53.392902+00:00,1,,,80,2,,10,,96.657625,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,6,1,1,,10,v8jw39uu,,,,,0
22,1e9fragw,00020551b2--62a70d92276629520ee30bd2,0,95,95,last,Last,2022-06-13 10:12:57.793744+00:00,1,,,53,3,,10,,18.616155,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,10,1,1,,10,v8jw39uu,,,,,0
23,mfwbhe8j,13800773d2--60l59L59695667983UO17rs3,0,1,95,intro_matcher,Intro,2022-06-13 10:13:04.282305+00:00,1,,,0,23,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
24,a9ef39uv,00020551b2--62a70da10b8a5816989b1351,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:01.842300+00:00,1,,,70,2,,10,,98.501023,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,8,1,1,,10,v8jw39uu,,,,,0
25,sghkmgy7,00020551b2--62a70d9302e0db560185727c,0,1,95,intro_matcher,Intro,2022-06-13 10:13:01.931196+00:00,1,,,0,25,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
26,uacdg9di,00020551b2--62a70d9e6c08bd0cc60e03b6,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:03.260038+00:00,1,,,23,2,,10,,96.930306,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,12,1,1,,10,v8jw39uu,,,,,0
27,drll18h9,00020551b2--62a70da7c6f5d259c540359a,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:06.434827+00:00,1,,,70,3,,10,,98.027264,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,8,1,1,,10,v8jw39uu,,,,,0
28,tj9eap24,00020551b2--62a70da4f47dc619007228c6,0,95,95,last,Last,2022-06-13 10:13:08.465520+00:00,1,,,45,3,,0,117.427971,57.22511,0,Your team disagrees,0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,14,0,0,,10,v8jw39uu,,,,,0
29,wwmxiren,00020551b2--62a70d91521e6373d2aeca32,0,95,95,last,Last,2022-06-13 10:13:10.081237+00:00,1,,,3,1,,0,42.624566,3.099855,0,Your team disagrees,2,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",2,9,0,0,,10,v8jw39uu,,,,,0
30,sfccokok,00020551b2--62a70d884f0ede6bfabded34,0,95,95,last,Last,2022-06-13 10:13:11.752566+00:00,1,,,36,1,,10,,30.226889,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,13,1,1,,10,v8jw39uu,,,,,0
31,f8d4gvps,00020551b2--62a70dacda9c6a5d5a4f2be8,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:12.370736+00:00,1,,,60,3,,10,,97.027065,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,7,1,1,,10,v8jw39uu,,,,,0
32,7yty41jr,00020551b2--62a70daec6f5d259c54035e0,0,95,95,last,Last,2022-06-13 10:13:14.844192+00:00,1,,,53,1,,10,,32.114041,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,10,1,1,,10,v8jw39uu,,,,,0
33,38tdh1io,00020551b2--62a70da6f47dc619007228f7,0,95,95,last,Last,2022-06-13 10:13:15.809634+00:00,1,,,3,2,,0,48.812159,19.213557,0,Your team disagrees,2,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",3,9,0,0,,10,v8jw39uu,,,,,0
34,4g0beedo,00020551b2--62a70d8d4ad5fb122b867998,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:17.477785+00:00,1,,,50,2,,10,,98.501453,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,13,1,1,,10,v8jw39uu,,,,,0
35,17ajo6f1,00020551b2--62a70d9e1f3bd04c6955426e,0,95,95,last,Last,2022-06-13 10:13:18.105017+00:00,1,,,53,2,,10,,9.553123,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,10,1,1,,10,v8jw39uu,,,,,0
36,kzlwe574,00020551b2--62a70daf73c63f3d1e23063e,0,95,95,last,Last,2022-06-13 10:13:19.271437+00:00,1,,,23,3,,10,,51.714751,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,12,1,1,,10,v8jw39uu,,,,,0
37,yketsy3q,00020551b2--62a70daa16ae3d133961f26e,0,95,95,last,Last,2022-06-13 10:13:22.985707+00:00,1,,,10,3,,0,39.070322,33.423849,0,Your team disagrees,3,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",3,9,0,0,,10,v8jw39uu,,,,,0
38,n0kgqe99,00020551b2--62a70d776bcc931cf0a107c7,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:23.576189+00:00,1,,,60,1,,10,,97.649098,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,11,1,1,,10,v8jw39uu,,,,,0
39,7bhm6yjf,13800773d2--60l59LDL69nO6Z983021Z94f,0,1,95,intro_matcher,Intro,2022-06-13 10:13:28.231097+00:00,1,,,0,39,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
40,kmdosfa1,00020551b2--62a70db8037a785545296a9d,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:29.996572+00:00,1,,,60,2,,10,,97.881307,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,11,1,1,,10,v8jw39uu,,,,,0
41,0wymj3xg,00020551b2--62a70dbdcf7868165793eb5c,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:30.440582+00:00,1,,,50,3,,10,,98.572063,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,13,1,1,,10,v8jw39uu,,,,,0
42,c6hrzzaz,00020551b2--62a70db6c6f5d259c5403609,0,95,95,last,Last,2022-06-13 10:13:31.578695+00:00,1,,,66,1,,0,83.549095,28.347069,0,Your team disagrees,0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,14,0,0,,10,v8jw39uu,,,,,0
43,ckgsrx9v,00020551b2--62a70daaf10f623a73c3a087,0,2,95,matcher,FirstWP,2022-06-13 10:13:32.638373+00:00,1,,,0,43,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
44,px7fovuk,00020551b2--62a70dbb4f0ede6bfabdef18,0,95,95,last,Last,2022-06-13 10:13:32.820570+00:00,1,,,60,2,,10,,44.349569,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,15,1,1,,10,v8jw39uu,,,,,0
45,47ztl1u0,00020551b2--62a70d9dec4826102d0852b3,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:34.029273+00:00,1,,,60,3,,10,,98.633682,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,11,1,1,,10,v8jw39uu,,,,,0
46,uxj1cwd9,00020551b2--62a70d9bf47dc619007228a2,0,95,95,last,Last,2022-06-13 10:13:37.378751+00:00,1,,,53,1,,10,,40.665285,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,15,1,1,,10,v8jw39uu,,,,,0
47,e6i5hr4i,00020551b2--62a70db5305db237b2401ae7,0,95,95,last,Last,2022-06-13 10:13:42.356615+00:00,1,,,60,3,,10,,28.116143,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,15,1,1,,10,v8jw39uu,,,,,0
48,5dw26fpk,00020551b2--62a70dd1b86eb76a54bb472a,0,95,95,last,Last,2022-06-13 10:13:43.226869+00:00,1,,,59,2,,0,99.387807,45.877508,0,Your team disagrees,2,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",2,14,0,0,,10,v8jw39uu,,,,,0
49,alwof86v,00020551b2--62a70d99a9641b6ee1f5e6f4,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:52.367975+00:00,1,,,50,3,,0,220.606547,98.158704,0,Your team disagrees,0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,17,0,0,,10,v8jw39uu,,,,,0
50,u0d5od3g,00020551b2--62a70dc37381995fb9911f36,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:55.555321+00:00,1,,,40,1,,10,,97.238756,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,16,1,1,,10,v8jw39uu,,,,,0
51,psn8k6zm,00020551b2--62a70dbaf10f623a73c3a192,0,95,95,last,Last,2022-06-13 10:13:59.178409+00:00,1,,,29,2,,0,224.304645,55.422575,0,Your team disagrees,3,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",2,17,0,0,,10,v8jw39uu,,,,,0
52,t2sm9gb5,00020551b2--62a70dd2da9c6a5d5a4f2eec,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:07.123478+00:00,1,,,40,2,,10,,97.018451,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,16,1,1,,10,v8jw39uu,,,,,0
53,5i7f6vwh,00020551b2--62a70dbe059cac0e9377c592,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:07.916850+00:00,1,,,40,3,,10,,96.875007,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,16,1,1,,10,v8jw39uu,,,,,0
54,3z2amo0d,00020551b2--62a70dc2da9c6a5d5a4f2d36,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:14.457219+00:00,1,,,43,3,,10,,99.168697,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,18,1,1,,10,v8jw39uu,,,,,0
