INPUT:id	INPUT:sense	INPUT:phrase	INPUT:sentence	OUTPUT:answer	GOLDEN:answer	HINT:text	HINT:default_language	ASSIGNMENT:started	ASSIGNMENT:submitted
162	"""be fully aware or cognizant of"",""perceive (an idea or situation) mentally"",""make real or concrete; give reality or substance to"",""earn on some commercial or business transaction; earn as salary or wages"",""convert into cash; of goods and property"",""expand or complete (a part in a piece of baroque music) by supplying the harmonies indicated in the figured bass"""	realized	When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.	"""make real or concrete; give reality or substance to"""				2022-06-08T13:38:50.329	2022-06-08T13:42:02.863
189	"""an unfortunate mishap; especially one causing damage or injury"",""anything that happens suddenly or by chance without an apparent cause"""	accident	Still later, he finally convinced himself that it was an accident-- just a coincidence.	"""an unfortunate mishap; especially one causing damage or injury"""				2022-06-08T13:38:50.329	2022-06-08T13:42:02.863
81	"""the state of being unsure of something"",""uncertainty about the truth or factuality or existence of something"",""consider unlikely or have doubts about"",""lack confidence in or have doubts about"""	doubts	His doubts stemmed from the fact that several years earlier a Princeton University researcher, Arnold Levine, had found in experiments with mice that a gene called p53 could transform normal cells into cancerous ones.	"""lack confidence in or have doubts about"""				2022-06-08T13:38:50.329	2022-06-08T13:42:02.863
177	"""a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement"",""change one's facial expression by spreading the lips\, often to signal pleasure"",""express with a smile"""	smiled	Pete smiled modestly.	"""express with a smile"""				2022-06-08T13:38:50.329	2022-06-08T13:42:02.863
97	"""a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian"",""an organism (plant or animal) from which younger ones are obtained"",""bring up"""	parents	These beliefs so dominate our educational establishment, our media, our politicians, and even our parents that it seems almost blasphemous to challenge them.	"""an organism (plant or animal) from which younger ones are obtained"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
189	"""an unfortunate mishap; especially one causing damage or injury"",""anything that happens suddenly or by chance without an apparent cause"""	accident	Still later, he finally convinced himself that it was an accident-- just a coincidence.	"""an unfortunate mishap; especially one causing damage or injury"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
81	"""the state of being unsure of something"",""uncertainty about the truth or factuality or existence of something"",""consider unlikely or have doubts about"",""lack confidence in or have doubts about"""	doubts	His doubts stemmed from the fact that several years earlier a Princeton University researcher, Arnold Levine, had found in experiments with mice that a gene called p53 could transform normal cells into cancerous ones.	"""lack confidence in or have doubts about"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
296	"""something that is remembered"",""the cognitive processes whereby past experience is remembered"",""the power of retaining and recalling past experience"",""an electronic memory device"",""the area of cognitive psychology that studies memory processes"""	memory	Amazing what it does to one 's heart rate and one 's short-term memory.	"""the cognitive processes whereby past experience is remembered"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
197	"""a resentment strong enough to justify retaliation"",""an allegation that something imposes an illegal obligation or denies some legal right or causes injustice"",""a complaint about a (real or imaginary) wrong that causes resentment and is grounds for action"""	grievance	His real grievance was Lolly.	"""a resentment strong enough to justify retaliation"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
431	"""an institution created to conduct business"",""small military unit; usually two or three platoons"",""the state of being with someone"",""organization of performers and associated personnel (especially theatrical)"",""a social or business visitor"",""a social gathering of guests or companions"",""a band of people associated temporarily in some activity"",""crew of a ship including the officers; the whole force or personnel of a ship"",""a unit of firefighters including their equipment"",""be a companion to somebody"""	company	We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq.	"""organization of performers and associated personnel (especially theatrical)"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
354	"""the quantity a scoop will hold"",""a hollow concave shape made by removing something"",""a news report that is reported first by one news organization"",""street names for gamma hydroxybutyrate"",""the shovel or bucket of a dredge or backhoe"",""a large ladle"",""take out or up with or as if with a scoop"",""get the better of"""	scoop	Programs like Section 8 A are a little like leaving gold in the street and then expressing surprise when thieves walk by to scoop it up.	"""the quantity a scoop will hold"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
624	"""someone who takes part in an activity"",""a person who participates in or is skilled at some game"""	participants	Over 100 participants from the main interest groups attended and debated issues such as the role of key actors including public authorities, social partners, voluntary and community organisations as well as service users.	"""a person who participates in or is skilled at some game"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
176	"""the act of killing yourself"",""a person who kills himself intentionally"""	suicide	Maybe suicide, if it looks reasonable.	"""the act of killing yourself"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
129	"""an accusation that you are responsible for some lapse or misdeed"",""a reproach for some lapse or misdeed"",""put or pin the blame on"",""harass with constant criticism"",""attribute responsibility to"",""expletives used informally as intensifiers"""	blame	Parents are too likely to blame schools for the educational limitations of their children.	"""put or pin the blame on"""				2022-06-08T13:38:51.661	2022-06-08T13:39:59.381
624	"""someone who takes part in an activity"",""a person who participates in or is skilled at some game"""	participants	Over 100 participants from the main interest groups attended and debated issues such as the role of key actors including public authorities, social partners, voluntary and community organisations as well as service users.	"""someone who takes part in an activity"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
472	"""the quality of having a superior or more favorable position"",""(tennis) first point scored after deuce"",""benefit resulting from some event or action"",""give an advantage to"""	advantage	So that, by passing rounds, it is not so clear that it is an advantage.	"""the quality of having a superior or more favorable position"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
197	"""a resentment strong enough to justify retaliation"",""an allegation that something imposes an illegal obligation or denies some legal right or causes injustice"",""a complaint about a (real or imaginary) wrong that causes resentment and is grounds for action"""	grievance	His real grievance was Lolly.	"""a resentment strong enough to justify retaliation"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
162	"""be fully aware or cognizant of"",""perceive (an idea or situation) mentally"",""make real or concrete; give reality or substance to"",""earn on some commercial or business transaction; earn as salary or wages"",""convert into cash; of goods and property"",""expand or complete (a part in a piece of baroque music) by supplying the harmonies indicated in the figured bass"""	realized	When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.	"""be fully aware or cognizant of"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
483	"""an event in which one thing is substituted for another"",""the act of putting one thing or person in the place of another:"""	substitution	`` This work is novel because it shows the substitution of one element for another in fundamental biochemistry and biochemical structure,'' added Cockell.	"""the act of putting one thing or person in the place of another:"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
544	"""a position on a scale of intensity or amount or quality"",""a specific identifiable position in a continuum or series or especially in a process"",""an award conferred by a college or university signifying that the recipient has satisfactorily completed a course of study"",""a measure for arcs and angles"",""the highest power of a term or variable"",""a unit of temperature on a specified scale"",""the seriousness of something (e.g.\, a burn or crime)"""	degree	The only difference resides in the degree of generosity, which one deigns to grant to immigrants.	"""a position on a scale of intensity or amount or quality"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
502	"""a component that is added to something to improve it"",""the act of adding one thing to another"",""a quantity that is added"",""something added to what you already have"",""a suburban area laid out in streets and lots for a future residential area"",""the arithmetic operation of summing; calculating the sum of two or more numbers"""	addition	In addition, a stronger social safety net has helped to shield the poor.	"""the act of adding one thing to another"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
39	"""come out into view\, as from concealment"",""come out of"",""become known or apparent"",""come up to the surface of or rise"",""happen or occur as a result of something"""	emerging	An emerging understanding of the genes is expected to produce an array of new strategies for future cancer treatment and prevention.	"""come up to the surface of or rise"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
214	"""express a supposition"",""expect\, believe\, or suppose"",""to believe especially on uncertain or tentative grounds"",""take for granted or as a given; suppose beforehand"",""require as a necessary antecedent or precondition"""	suppose	Suppose-- just suppose this guy was really what he said he was T!!	"""to believe especially on uncertain or tentative grounds"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
155	"""a compartment at the front of a motor vehicle or locomotive where driver sits"",""small two-wheeled horse-drawn carriage; with two seats and a folding hood"",""a car driven by a person whose job is to take passengers where they want to go in exchange for money"",""ride in a taxicab"""	cab	Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.	"""a car driven by a person whose job is to take passengers where they want to go in exchange for money"""				2022-06-08T13:38:53.546	2022-06-08T13:40:19.784
350	"""a state of extreme poverty"",""the state of needing something that is absent or unavailable"",""anything that is necessary but lacking"",""a specific feeling of desire"",""feel or have a desire for; want strongly"",""have need of"",""hunt or look for; want for a particular reason"",""wish or demand the presence of"",""be without\, lack; be deficient in"""	wanted	The scammers themselves were garden-variety low lifes, conspicuous consumers who wanted big houses, Mercedes cars, beautiful women, expensive clothes.	"""a specific feeling of desire"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
621	"""a state in south central United States"",""an endorsement"",""being satisfactory or in satisfactory condition"",""an expression of agreement normally occurring at the beginning of a sentence"""	OK	If you have entered the function click on the OK button to display the graph in the main window.	"""being satisfactory or in satisfactory condition"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
30	"""a person who rings church bells (as for summoning the congregation)"",""a person who is almost identical to another"",""a contestant entered in a competition under false pretenses"",""(horseshoes) the successful throw of a horseshoe or quoit so as to encircle a stake or peg"""	ringers	Also, ringers do not always live where the bells need to be rung-- like in small, rural parishes and inner-city churches.	"""a person who rings church bells (as for summoning the congregation)"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
426	"""an institution created to conduct business"",""small military unit; usually two or three platoons"",""the state of being with someone"",""organization of performers and associated personnel (especially theatrical)"",""a social or business visitor"",""a social gathering of guests or companions"",""a band of people associated temporarily in some activity"",""crew of a ship including the officers; the whole force or personnel of a ship"",""a unit of firefighters including their equipment"",""be a companion to somebody"""	companies	Seven American companies had paid to participate in the second auction, which began Friday.	"""an institution created to conduct business"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
297	"""a person you know well and regard with affection and trust"",""an associate who provides cooperation or assistance"",""a person with whom you are acquainted"",""a person who backs a politician or a team etc."",""a member of the Religious Society of Friends founded by George Fox (the Friends have never called themselves Quakers)"""	friend	A friend of mine was in an underground computer center in downtown SF when the quake hit.	"""a person you know well and regard with affection and trust"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
410	"""a message expressing an opinion based on incomplete evidence"",""a hypothesis that has been formed by speculating or conjecturing (usually with little hard evidence)"",""an investment that is very risky but could yield great profits"",""continuous and profound contemplation or musing on a subject or series of subjects of a deep or abstruse nature"""	speculation	As Vitora 's first four baskets were from the perimeter, the speculation was already that they had jumped into the Israeli net with hot wrists.	"""a hypothesis that has been formed by speculating or conjecturing (usually with little hard evidence)"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
470	"""a person who participates in or is skilled at some game"",""someone who plays a musical instrument (as a profession)"",""a theatrical performer"",""a person who pursues a number of different social and sexual partners simultaneously"",""an important participant (as in a business deal)"""	players	And neither is it a useful strategy for the next game, because the club will not be able to count on those players.	"""a person who participates in or is skilled at some game"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
239	"""of or relating to an economy\, the system of production and management of material wealth"",""of or relating to the science of economics"",""using the minimum of time or resources necessary for effectiveness"",""concerned with worldly necessities of life (especially money)"",""financially rewarding"""	economic	If these assumptions hold, voters in races for Congress face what in economic theory is called a prisoner 's dilemma and have an incentive, at the margin, to lean Democratic.	"""of or relating to an economy, the system of production and management of material wealth"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
404	"""an amateur boxer who weighs no more than 201 pounds"",""a wrestler who weighs more than 214 pounds"",""a professional boxer who weighs more than 190 pounds"",""a very large person; impressive in size or qualities"",""a person of exceptional importance and reputation"""	heavyweights	The heavyweights are coming.	"""a wrestler who weighs more than 214 pounds"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
557	"""a phenomenon that follows and is caused by some previous phenomenon"",""an outward appearance"",""an impression (especially one that is artificial or contrived)"",""the central meaning or theme of a speech or literary work"",""(of a law) having legal validity"",""a symptom caused by an illness or a drug"",""produce"",""act so as to bring into existence"""	effect	The teeth in question, intended to serve to dissuade immigrants, had precisely the opposite effect.	"""a phenomenon that follows and is caused by some previous phenomenon"""				2022-06-08T13:38:53.290	2022-06-08T13:44:52.112
97	"""a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian"",""an organism (plant or animal) from which younger ones are obtained"",""bring up"""	parents	These beliefs so dominate our educational establishment, our media, our politicians, and even our parents that it seems almost blasphemous to challenge them.	"""a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
414	"""the basic monetary unit in many countries; equal to 100 cents"",""a piece of paper money worth one dollar"",""a United States coin worth one dollar"",""a symbol of commercialism or greed"""	dollar	Wall Street closes without momentum, slowed by a strengthening dollar	"""the basic monetary unit in many countries; equal to 100 cents"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
296	"""something that is remembered"",""the cognitive processes whereby past experience is remembered"",""the power of retaining and recalling past experience"",""an electronic memory device"",""the area of cognitive psychology that studies memory processes"""	memory	Amazing what it does to one 's heart rate and one 's short-term memory.	"""the cognitive processes whereby past experience is remembered"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
92	"""being the only one; single and isolated from others"",""exclusive of anyone or anything else"",""and nothing more"",""without any others being included or involved"",""with nevertheless the final result"",""in the final outcome"",""except that"",""never except when"",""as recently as"""	only	Where these discoveries will lead, scientists can only speculate.	"""and nothing more"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
38	"""the act of discovering something"",""something that is discovered"",""a productive insight"",""(law) compulsory pretrial disclosure of documents relevant to a case; enables one side in a litigation to elicit information from the other side concerning the facts in the case"""	discovery	Scientists say the discovery of these genes in recent months is painting a new and startling picture of how cancer develops.	"""the act of discovering something"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
565	"""the basic monetary unit in many countries; equal to 100 cents"",""a piece of paper money worth one dollar"",""a United States coin worth one dollar"",""a symbol of commercialism or greed"""	dollars	The same is true of Citigroup, which agreed to pay 20.5 million dollars.	"""a piece of paper money worth one dollar"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
129	"""an accusation that you are responsible for some lapse or misdeed"",""a reproach for some lapse or misdeed"",""put or pin the blame on"",""harass with constant criticism"",""attribute responsibility to"",""expletives used informally as intensifiers"""	blame	Parents are too likely to blame schools for the educational limitations of their children.	"""put or pin the blame on"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
130	"""a young person of either sex"",""a human offspring (son or daughter) of any age"",""an immature childish person"",""a member of a clan or tribe"""	children	Parents should be involved with their children 's education at home, not in school.	"""a young person of either sex"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
459	"""a cooperative unit (especially in sports)"",""two or more draft animals that work together to pull something"",""form a team"""	team	Finally, the committee of discipline of the UEFA has sanctioned with two games the trainer of the team, Jose Mourinho, and with different economic amounts the implied players.	"""a cooperative unit (especially in sports)"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
342	"""an institution created to conduct business"",""small military unit; usually two or three platoons"",""the state of being with someone"",""organization of performers and associated personnel (especially theatrical)"",""a social or business visitor"",""a social gathering of guests or companions"",""a band of people associated temporarily in some activity"",""crew of a ship including the officers; the whole force or personnel of a ship"",""a unit of firefighters including their equipment"",""be a companion to somebody"""	company	The company plugged itself right into Carter campaign rhetoric about rebuilding the South Bronx and kept using the minority-- South Bronx angle through the Reagan '80s.	"""an institution created to conduct business"""				2022-06-08T13:38:53.619	2022-06-08T13:40:45.607
39	"""come out into view\, as from concealment"",""come out of"",""become known or apparent"",""come up to the surface of or rise"",""happen or occur as a result of something"""	emerging	An emerging understanding of the genes is expected to produce an array of new strategies for future cancer treatment and prevention.	"""become known or apparent"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
145	"""used especially of what is legally or ethically right or proper or fitting; - A.Lincoln"",""fair to all parties as dictated by reason and conscience"",""free from favoritism or self-interest or bias or deception; conforming with established standards or rules"",""of moral excellence"",""and nothing more"",""indicating exactness or preciseness"",""only a moment ago"",""absolutely"",""only a very short time before; ; ; ; ; - W.B.Yeats"",""exactly at this moment or the moment described"""	just	Anyone who wants to appreciate just how bizarre this situation is-- with students who ca not add or subtract`` learning`` the conceptual basis of mathematical theory-- should read the article by Caleb Nelson( himself a recent math major at Harvard) in the November American Spectator.	"""indicating exactness or preciseness"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
426	"""an institution created to conduct business"",""small military unit; usually two or three platoons"",""the state of being with someone"",""organization of performers and associated personnel (especially theatrical)"",""a social or business visitor"",""a social gathering of guests or companions"",""a band of people associated temporarily in some activity"",""crew of a ship including the officers; the whole force or personnel of a ship"",""a unit of firefighters including their equipment"",""be a companion to somebody"""	companies	Seven American companies had paid to participate in the second auction, which began Friday.	"""an institution created to conduct business"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
499	"""the extended spatial location of something"",""a part of an animal that has a special function or is supplied by a given artery or nerve"",""a large indefinite location on the surface of the Earth"",""the approximate amount of something (usually used prepositionally as in `in the region of')"",""a knowledge domain that you are interested in or are communicating about"""	region	Some 44% of respondents across the region pronounced themselves satisfied with how their country 's democracy works in practice, the same figure as last year but a big increase on the 25% in 2001( chart 3).	"""a large indefinite location on the surface of the Earth"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
624	"""someone who takes part in an activity"",""a person who participates in or is skilled at some game"""	participants	Over 100 participants from the main interest groups attended and debated issues such as the role of key actors including public authorities, social partners, voluntary and community organisations as well as service users.	"""someone who takes part in an activity"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
276	"""the central area or commercial center of a town or city"",""of or located in the lower part of a town\, or in the business center"",""toward or in the lower or central part of town"""	downtown	Except for the gas tank at Hustead 's Towing Service exploding and burning in downtown Berkeley, things here are quite peaceful.	"""toward or in the lower or central part of town"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
427	"""an authoritative direction or instruction to do something"",""an attempt to get something"",""a formal proposal to buy at a specified price"",""(bridge) the number of tricks a bridge player is willing to contract to make"",""propose a payment"",""invoke upon"",""ask for or request earnestly"",""make a demand\, as for a card or a suit or a show of hands"",""make a serious effort to attain something"",""ask someone in a friendly way to do something"""	bid	The only one that submitted a bid lost.	"""a formal proposal to buy at a specified price"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
410	"""a message expressing an opinion based on incomplete evidence"",""a hypothesis that has been formed by speculating or conjecturing (usually with little hard evidence)"",""an investment that is very risky but could yield great profits"",""continuous and profound contemplation or musing on a subject or series of subjects of a deep or abstruse nature"""	speculation	As Vitora 's first four baskets were from the perimeter, the speculation was already that they had jumped into the Israeli net with hot wrists.	"""continuous and profound contemplation or musing on a subject or series of subjects of a deep or abstruse nature"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
601	"""a concise explanation of the meaning of a word or phrase or symbol"",""clarity of outline"""	definition	?: Piecewise condition definition.	"""a concise explanation of the meaning of a word or phrase or symbol"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
360	"""a power to affect persons or events especially power based on prestige etc"",""causing something without any direct or apparent effort"",""a cognitive factor that tends to have an effect on what you do"",""the effect of one thing (or person) on another"",""one having power to influence another"",""have and exert influence or effect"",""shape or influence; give direction to"",""induce into action by using one's charm"""	influencing	They know that whenever government is redistributing wealth, regulating commerce or maintaining a large defense establishment, there is big money to be made in influencing, brokering or selling the processes and decisions of government.	"""a power to affect persons or events especially power based on prestige etc"""				2022-06-08T13:38:54.571	2022-06-08T13:44:13.875
54	"""any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream"",""(astrology) a person who is born while the sun is in Cancer"",""a small zodiacal constellation in the northern hemisphere; between Leo and Gemini"",""the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22"",""type genus of the family Cancridae"""	cancer	`` It turns out that studying a tragic but uncommon tumor made possible some fundamental insights about the most basic workings of cancer,`` says Samuel Broder, director of the National Cancer Institute.	"""(astrology) a person who is born while the sun is in Cancer"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
129	"""an accusation that you are responsible for some lapse or misdeed"",""a reproach for some lapse or misdeed"",""put or pin the blame on"",""harass with constant criticism"",""attribute responsibility to"",""expletives used informally as intensifiers"""	blame	Parents are too likely to blame schools for the educational limitations of their children.	"""an accusation that you are responsible for some lapse or misdeed"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
176	"""the act of killing yourself"",""a person who kills himself intentionally"""	suicide	Maybe suicide, if it looks reasonable.	"""the act of killing yourself"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
379	"""a loud utterance; often in protest or opposition"",""a loud utterance of emotion (especially when inarticulate)"",""utter a sudden loud cry"",""utter or declare in a very loud voice"""	yelled	`` Attention,`` yelled our pilot as our basket plunged into the canal.	"""a loud utterance of emotion (especially when inarticulate)"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
214	"""express a supposition"",""expect\, believe\, or suppose"",""to believe especially on uncertain or tentative grounds"",""take for granted or as a given; suppose beforehand"",""require as a necessary antecedent or precondition"""	suppose	Suppose-- just suppose this guy was really what he said he was T!!	"""take for granted or as a given; suppose beforehand"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
246	"""an unsuccessful ending to a struggle or contest"",""the feeling that accompanies an experience of being thwarted in attaining your goals"",""win a victory over"",""thwart the passage of"""	defeat	For example, first-term members of the House, once the most vulnerable of incumbents, have become virtually immune to defeat.	"""the feeling that accompanies an experience of being thwarted in attaining your goals"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
621	"""a state in south central United States"",""an endorsement"",""being satisfactory or in satisfactory condition"",""an expression of agreement normally occurring at the beginning of a sentence"""	OK	If you have entered the function click on the OK button to display the graph in the main window.	"""being satisfactory or in satisfactory condition"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
335	"""a person's partner in marriage"",""an associate in an activity or endeavor or sphere of common interest"",""a person who is a member of a partnership"",""provide with a partner"",""act as a partner"""	partner	The book revolves around John Mariotta, the founder of the company, and Fred Neuberger, who became his partner soon after Wedtech 's creation.	"""an associate in an activity or endeavor or sphere of common interest"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
268	"""determined or actuated by emotion rather than reason"",""of more than usual emotion"",""of or pertaining to emotion"",""(of persons) excessively affected by emotion"""	emotional	The quake knocked The Well out for six hours, but when it came back up, it teemed with emotional first-hand reports.	"""of more than usual emotion"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
171	"""an angry disturbance"",""something or someone that causes trouble; a source of unhappiness"",""take the trouble to do something; concern oneself"",""cause annoyance in; disturb\, especially by minor irritations"",""to cause inconvenience or discomfort to"",""intrude or enter uninvited"",""make nervous or agitated"",""make confused or perplexed or puzzled"""	bothers	Why do n't they tell me themselves if it bothers them``?	"""take the trouble to do something; concern oneself"""				2022-06-08T13:38:58.818	2022-06-08T13:40:49.882
327	"""an adult female person (as opposed to a man)"",""a female person who plays a significant role (wife or mistress or girlfriend) in the life of a particular man"",""a human female employed to do housework"",""women as a class"""	women	You dismiss as`` sentimental`` the view that the reduction of federal housing-assistance programs by 77% might have played a significant role in the increased number of men and women sleeping on our city streets during the Reagan-Bush years.	"""women as a class"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
360	"""a power to affect persons or events especially power based on prestige etc"",""causing something without any direct or apparent effort"",""a cognitive factor that tends to have an effect on what you do"",""the effect of one thing (or person) on another"",""one having power to influence another"",""have and exert influence or effect"",""shape or influence; give direction to"",""induce into action by using one's charm"""	influencing	They know that whenever government is redistributing wealth, regulating commerce or maintaining a large defense establishment, there is big money to be made in influencing, brokering or selling the processes and decisions of government.	"""causing something without any direct or apparent effort"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
571	"""something that is lost"",""gradual decline in amount or activity"",""the act of losing someone or something"",""the disadvantage that results from losing something"",""the experience of losing a loved one"",""the amount by which the cost of a business exceeds its revenue"",""military personnel lost by death or capture"",""euphemistic expressions for death"""	losses	The regulator is demanding that the Frankfurt-based bank take responsibility for`` substantial losses,'' but has not yet specified the exact sum.	"""the amount by which the cost of a business exceeds its revenue"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
462	"""a group of people who work together"",""an organized structure for arranging or classifying"",""the persons (or committees or departments etc.) who make up a body for the purpose of administering something"",""the act of organizing a business or an activity related to a business"",""an ordered manner; orderliness by virtue of being methodical and well organized"",""the activity or result of distributing or disposing persons or things properly or methodically"",""the act of forming or establishing something"""	organization	Part of the debate arisen in the related case is caused by the fact that has been carried out by team of the Real Madrid organization( that in its hymn presumes of nobility and honor, and that has fined its players for analogous acts) and by the dramatization orchestrated, apparently, by Mourinho, who adds one more to his expanded history of histrionic and provoking technician.	"""an organized structure for arranging or classifying"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
39	"""come out into view\, as from concealment"",""come out of"",""become known or apparent"",""come up to the surface of or rise"",""happen or occur as a result of something"""	emerging	An emerging understanding of the genes is expected to produce an array of new strategies for future cancer treatment and prevention.	"""happen or occur as a result of something"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
38	"""the act of discovering something"",""something that is discovered"",""a productive insight"",""(law) compulsory pretrial disclosure of documents relevant to a case; enables one side in a litigation to elicit information from the other side concerning the facts in the case"""	discovery	Scientists say the discovery of these genes in recent months is painting a new and startling picture of how cancer develops.	"""a productive insight"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
426	"""an institution created to conduct business"",""small military unit; usually two or three platoons"",""the state of being with someone"",""organization of performers and associated personnel (especially theatrical)"",""a social or business visitor"",""a social gathering of guests or companions"",""a band of people associated temporarily in some activity"",""crew of a ship including the officers; the whole force or personnel of a ship"",""a unit of firefighters including their equipment"",""be a companion to somebody"""	companies	Seven American companies had paid to participate in the second auction, which began Friday.	"""a social or business visitor"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
189	"""an unfortunate mishap; especially one causing damage or injury"",""anything that happens suddenly or by chance without an apparent cause"""	accident	Still later, he finally convinced himself that it was an accident-- just a coincidence.	"""anything that happens suddenly or by chance without an apparent cause"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
522	"""(usually preceded by `in') a detail or point"",""paying particular notice (as to children or helpless people)"",""(usually plural) a polite expression of desire for someone's welfare"",""a long fixed look"",""the condition of being honored (esteemed or respected or well regarded)"",""a feeling of friendship and esteem"",""an attitude of admiration or esteem"",""deem to be"",""look at attentively"",""connect closely and often incriminatingly"""	regard	Scalia and Thomas have shown little regard for critics who say they too readily mix the business of the court with agenda-driven groups such as the Federalist Society.	"""look at attentively"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
398	"""the isthmus joining North America and South America; extends from the southern border of Mexico to the northern border of Colombia"",""the nations of Central America collectively"""	Central America	This is clearly a game where a new economic hegemony is being developed, said Ulate, who also serves as the regional Mexico and Central America climate change adviser for Conservation International.	"""the isthmus joining North America and South America; extends from the southern border of Mexico to the northern border of Colombia"""				2022-06-08T13:38:59.478	2022-06-08T13:46:27.503
130	"""a young person of either sex"",""a human offspring (son or daughter) of any age"",""an immature childish person"",""a member of a clan or tribe"""	children	Parents should be involved with their children 's education at home, not in school.	"""a human offspring (son or daughter) of any age"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
